realtime_start,date,value,realtime_end
2018-11-07,2014-02-01,43483,2018-11-07
2018-11-07,2014-03-01,43290,2018-11-07
2018-11-07,2014-04-01,46361,2018-11-07
2018-11-07,2014-05-01,45883,2018-11-07
2018-11-07,2014-06-01,47012,2018-11-07
2018-11-07,2014-07-01,46922,2018-11-07
2018-11-07,2014-08-01,46842,2018-11-07
2018-11-07,2014-09-01,48231,2018-11-07
2018-11-07,2014-10-01,49193,2018-11-07
2018-11-07,2014-11-01,48032,2018-11-07
2018-11-07,2014-12-01,49759,2018-11-07
2018-11-07,2015-01-01,50791,2018-11-07
2018-11-07,2015-02-01,51449,2018-11-07
2018-11-07,2015-03-01,52339,2018-11-07
2018-11-07,2015-04-01,54374,2018-11-07
2018-11-07,2015-05-01,57640,2018-11-07
2018-11-07,2015-06-01,59900,2018-11-07
2018-11-07,2015-07-01,55830,2018-11-07
2018-11-07,2015-08-01,57113,2018-11-07
2018-11-07,2015-09-01,56170,2018-11-07
2018-11-07,2015-10-01,55768,2018-11-07
2018-11-07,2015-11-01,57116,2018-11-07
2018-11-07,2015-12-01,56734,2018-11-07
2018-11-07,2016-01-01,58161,2018-11-07
2018-11-07,2016-02-01,62541,2018-11-07
2018-11-07,2016-03-01,62899,2018-11-07
2018-11-07,2016-04-01,65088,2018-11-07
2018-11-07,2016-05-01,64579,2018-11-07
2018-11-07,2016-06-01,67956,2018-11-07
2018-11-07,2016-07-01,69749,2018-11-07
2018-11-07,2016-08-01,70814,2018-11-07
2018-11-07,2016-09-01,71694,2018-11-07
2018-11-07,2016-10-01,71130,2018-11-07
2018-11-07,2016-11-01,72890,2018-11-07
2018-11-07,2016-12-01,72111,2018-11-07
2018-11-07,2017-01-01,70646,2018-11-07
2018-11-07,2017-02-01,67823,2018-11-07
2018-11-07,2017-03-01,67564,2018-11-07
2018-11-07,2017-04-01,65721,2018-11-07
2018-11-07,2017-05-01,65777,2018-11-07
2018-11-07,2017-06-01,65656,2018-11-07
2018-11-07,2017-07-01,66689,2018-11-07
2018-11-07,2017-08-01,64644,2018-11-07
2018-11-07,2017-09-01,64995,2018-11-07
2018-11-07,2017-10-01,66235,2018-11-07
2018-11-07,2017-11-01,68411,2018-11-07
2018-11-07,2017-12-01,69152,2018-11-07
2018-11-07,2018-01-01,70164,2018-11-07
2018-11-07,2018-02-01,71874,2018-11-07
2018-11-07,2018-03-01,71272,2018-11-07
2018-11-07,2018-04-01,71453,2018-11-07
2018-11-07,2018-05-01,72997,2018-11-07
2018-11-07,2018-06-01,72518,2018-11-07
2018-11-07,2018-07-01,72778,2018-11-07
2018-11-07,2018-08-01,73877,2018-11-07
2018-11-07,2018-09-01,73322,2018-11-07
