realtime_start,date,value,realtime_end
2018-11-07,2013-07-01,327910,2018-11-07
2018-11-07,2013-08-01,334634,2018-11-07
2018-11-07,2013-09-01,338837,2018-11-07
2018-11-07,2013-10-01,345781,2018-11-07
2018-11-07,2013-11-01,350977,2018-11-07
2018-11-07,2013-12-01,357700,2018-11-07
2018-11-07,2014-01-01,364857,2018-11-07
2018-11-07,2014-02-01,361691,2018-11-07
2018-11-07,2014-03-01,370470,2018-11-07
2018-11-07,2014-04-01,372007,2018-11-07
2018-11-07,2014-05-01,375249,2018-11-07
2018-11-07,2014-06-01,369799,2018-11-07
2018-11-07,2014-07-01,369090,2018-11-07
2018-11-07,2014-08-01,369750,2018-11-07
2018-11-07,2014-09-01,378519,2018-11-07
2018-11-07,2014-10-01,383227,2018-11-07
2018-11-07,2014-11-01,388550,2018-11-07
2018-11-07,2014-12-01,397711,2018-11-07
2018-11-07,2015-01-01,402493,2018-11-07
2018-11-07,2015-02-01,410123,2018-11-07
2018-11-07,2015-03-01,415000,2018-11-07
2018-11-07,2015-04-01,412600,2018-11-07
2018-11-07,2015-05-01,422867,2018-11-07
2018-11-07,2015-06-01,429863,2018-11-07
2018-11-07,2015-07-01,435376,2018-11-07
2018-11-07,2015-08-01,433996,2018-11-07
2018-11-07,2015-09-01,442499,2018-11-07
2018-11-07,2015-10-01,442815,2018-11-07
2018-11-07,2015-11-01,442923,2018-11-07
2018-11-07,2015-12-01,445006,2018-11-07
2018-11-07,2016-01-01,453170,2018-11-07
2018-11-07,2016-02-01,457362,2018-11-07
2018-11-07,2016-03-01,474827,2018-11-07
2018-11-07,2016-04-01,463652,2018-11-07
2018-11-07,2016-05-01,465215,2018-11-07
2018-11-07,2016-06-01,466876,2018-11-07
2018-11-07,2016-07-01,468371,2018-11-07
2018-11-07,2016-08-01,471007,2018-11-07
2018-11-07,2016-09-01,474651,2018-11-07
2018-11-07,2016-10-01,487600,2018-11-07
2018-11-07,2016-11-01,498424,2018-11-07
2018-11-07,2016-12-01,501549,2018-11-07
2018-11-07,2017-01-01,509824,2018-11-07
2018-11-07,2017-02-01,519117,2018-11-07
2018-11-07,2017-03-01,530704,2018-11-07
2018-11-07,2017-04-01,528413,2018-11-07
2018-11-07,2017-05-01,526580,2018-11-07
2018-11-07,2017-06-01,528807,2018-11-07
2018-11-07,2017-07-01,531344,2018-11-07
2018-11-07,2017-08-01,534024,2018-11-07
2018-11-07,2017-09-01,536026,2018-11-07
2018-11-07,2017-10-01,535936,2018-11-07
2018-11-07,2017-11-01,545074,2018-11-07
2018-11-07,2017-12-01,550619,2018-11-07
2018-11-07,2018-01-01,548429,2018-11-07
2018-11-07,2018-02-01,566926,2018-11-07
2018-11-07,2018-03-01,553217,2018-11-07
2018-11-07,2018-04-01,569988,2018-11-07
2018-11-07,2018-05-01,568812,2018-11-07
2018-11-07,2018-06-01,558134,2018-11-07
2018-11-07,2018-07-01,561839,2018-11-07
2018-11-07,2018-08-01,559711,2018-11-07
2018-11-07,2018-09-01,562322,2018-11-07
